100,500,1000,5000,10000,50000,100000,500000,
3862,67896,260720,5172619,20269676,496337377,1983255608,49758317825,
3528,56894,231674,5018660,19924363,503579043,2035489729,50124631557,
4550,22366,46006,269268,570650,3267420,6862617,38716894,
