100,500,1000,5000,10000,50000,100000,500000,
152,558,1086,5300,10564,52678,105417,526892,
2744,59128,228082,5594107,22811763,571564423,2291614658,57330911685,
2180,33406,128421,2850997,11497654,284693683,1144128612,28660465809,
