100,500,1000,5000,10000,50000,100000,500000,1000000,
6027,97498,363631,8792179,33695235,844163760,3366830348,91517405903,384938985346,
12220,95080,352480,7921628,31003467,780789980,3205955221,83247243913,381476346594,
12013,30358,63790,383932,786217,4297037,9100920,50796237,111423879,
