100,500,1000,5000,10000,50000,100000,500000,
16740,104119,235072,1430329,3162926,13937026,16143846,92301823,
5936,39902,89026,559910,1226552,7337965,15754291,96596240,
7298,48992,110903,668539,1466941,8936498,18825138,115109618,
