100,500,1000,5000,10000,50000,100000,500000,
8078,51954,100890,562328,1181523,6627189,5747618,30456444,
2980,18574,41680,245476,522492,2909995,6055801,32877640,
4482,26776,58664,349646,752742,4452952,9645160,59314066,
