100,500,1000,5000,10000,50000,100000,500000,
2082,9518,17386,100466,226532,1357414,3283740,15528965,
1690,8180,17634,104979,226754,1241050,2639361,15509835,
4316,23880,52138,315798,678269,3967010,8438934,48325525,
